Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Apr 1, 2021;May 1, 2021;8,808,028.00;9,120,427.50;312,399.50;4,105,074.25
May 1, 2021;Jun 1, 2021;8,498,250.50;8,770,713.00;272,462.50;3,469,538.75
Jun 1, 2021;Jul 1, 2021;8,237,848.25;8,554,850.00;317,001.75;4,805,593.50
Jul 1, 2021;Aug 1, 2021;8,427,028.75;8,650,080.75;223,052.00;4,727,461.50
Aug 1, 2021;Sep 1, 2021;8,515,450.50;8,814,768.75;299,318.25;4,570,486.25
Sep 1, 2021;Oct 1, 2021;8,420,217.25;8,773,854.00;353,636.75;5,305,217.00
Oct 1, 2021;Nov 1, 2021;9,388,391.50;9,770,744.00;382,352.50;4,524,759.75
Nov 1, 2021;Dec 1, 2021;9,643,880.00;10,061,348.75;417,468.75;6,066,632.50
Dec 1, 2021;Jan 1, 2022;10,027,018.50;10,454,385.25;427,366.75;6,094,759.25
Jan 1, 2022;Feb 1, 2022;10,330,250.25;10,702,042.00;371,791.75;4,706,912.00
Feb 1, 2022;Mar 1, 2022;9,332,657.25;9,714,678.50;382,021.25;2,150,912.00
Mar 1, 2022;Apr 1, 2022;9,604,101.00;9,935,759.00;331,658.00;5,483,962.50
Apr 1, 2022;May 1, 2022;8,648,762.25;9,018,558.75;369,796.50;3,448,387.00
May 1, 2022;Jun 1, 2022;8,388,623.75;8,668,484.50;279,860.75;3,742,159.50
Jun 1, 2022;Jul 1, 2022;7,808,984.25;8,068,572.75;259,588.50;3,946,176.25
Jul 1, 2022;Aug 1, 2022;7,949,617.00;8,364,419.25;414,802.25;3,353,208.50
Aug 1, 2022;Sep 1, 2022;7,798,899.75;8,119,965.25;321,065.50;4,769,306.75
Sep 1, 2022;Oct 1, 2022;7,843,490.75;8,105,883.25;262,392.50;4,199,510.00
Oct 1, 2022;Nov 1, 2022;8,222,618.75;8,575,684.00;353,065.25;4,018,315.50
Nov 1, 2022;Dec 1, 2022;8,751,291.75;9,115,140.00;363,848.25;5,010,583.00
Dec 1, 2022;Jan 1, 2023;8,960,433.25;9,344,208.00;383,774.75;5,488,901.00
Jan 1, 2023;Feb 1, 2023;9,340,198.50;9,684,702.50;344,504.00;3,862,423.75
Feb 1, 2023;Mar 1, 2023;8,526,547.25;8,805,159.50;278,612.25;3,903,838.75
Mar 1, 2023;Apr 1, 2023;9,085,998.50;9,419,011.25;333,012.75;3,796,075.00
Apr 1, 2023;May 1, 2023;8,102,295.00;8,505,489.50;403,194.50;3,630,718.25
May 1, 2023;Jun 1, 2023;7,778,942.50;8,143,740.75;364,798.25;2,802,908.75
Jun 1, 2023;Jul 1, 2023;7,555,377.50;7,804,313.00;248,935.50;3,473,481.00
Jul 1, 2023;Aug 1, 2023;7,670,768.50;7,944,602.25;273,833.75;2,636,752.00
Aug 1, 2023;Sep 1, 2023;7,741,443.50;8,086,853.25;345,409.75;3,765,577.75
Sep 1, 2023;Oct 1, 2023;7,710,141.25;8,046,162.50;336,021.25;4,093,785.50
Oct 1, 2023;Nov 1, 2023;8,337,207.50;8,746,163.50;408,956.00;3,375,819.50
Nov 1, 2023;Dec 1, 2023;8,923,991.50;9,288,037.25;364,045.75;3,697,390.75
Dec 1, 2023;Jan 1, 2024;9,218,552.00;9,636,011.50;417,459.50;3,296,299.50
Jan 1, 2024;Feb 1, 2024;9,664,613.75;10,041,763.50;377,149.75;3,610,614.25
Feb 1, 2024;Mar 1, 2024;8,736,005.25;9,101,739.13;365,768.25;3,133,253.00
Mar 1, 2024;Apr 1, 2024;8,684,953.75;9,022,745.00;337,791.25;4,087,323.00
Apr 1, 2024;May 1, 2024;8,017,363.00;8,446,478.25;429,115.25;2,758,926.50
May 1, 2024;Jun 1, 2024;7,766,158.25;8,154,338.00;388,179.75;2,648,448.25
Jun 1, 2024;Jul 1, 2024;7,695,570.25;8,058,085.50;362,515.25;3,036,837.75
Jul 1, 2024;Aug 1, 2024;7,966,739.00;8,453,162.75;486,423.75;3,434,645.25
Aug 1, 2024;Sep 1, 2024;8,043,038.75;8,451,911.75;408,873.00;3,704,174.50
Sep 1, 2024;Oct 1, 2024;8,118,546.00;8,529,042.00;410,496.00;2,748,912.00
Oct 1, 2024;Nov 1, 2024;8,677,063.75;8,943,665.50;266,601.75;4,363,552.75
Nov 1, 2024;Dec 1, 2024;9,071,760.50;9,383,914.00;312,153.50;4,731,659.50
Dec 1, 2024;Jan 1, 2025;9,189,924.75;9,573,798.50;383,873.75;3,969,614.75
Jan 1, 2025;Feb 1, 2025;9,671,554.25;10,079,895.00;408,340.75;4,084,095.50
Feb 1, 2025;Mar 1, 2025;8,597,353.95;8,958,039.70;360,685.75;5,431,324.70
Mar 1, 2025;Apr 1, 2025;8,840,869.08;9,331,857.33;490,988.25;4,634,712.83
Apr 1, 2025;May 1, 2025;7,837,562.34;8,343,564.84;506,002.50;3,403,214.34
May 1, 2025;Jun 1, 2025;7,974,338.42;8,505,927.17;531,588.75;2,429,124.92
Jun 1, 2025;Jul 1, 2025;7,862,757.91;8,320,845.91;458,088.00;1,598,863.91
Jul 1, 2025;Aug 1, 2025;7,963,016.34;8,349,641.59;386,625.25;3,067,467.59
Aug 1, 2025;Sep 1, 2025;7,665,941.25;8,089,868.50;423,927.25;2,966,691.50
Sep 1, 2025;Oct 1, 2025;7,980,707.57;8,304,715.82;324,008.25;2,647,951.07
Oct 1, 2025;Nov 1, 2025;8,873,290.25;9,283,822.85;410,532.60;2,758,228.65
Nov 1, 2025;Dec 1, 2025;9,071,975.68;9,453,032.15;381,056.46;4,995,139.43
Dec 1, 2025;Jan 1, 2026;9,058,583.05;9,386,050.11;327,477.23;4,369,618.56
