Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 18, 2019;Jan 19, 2019;13,104.00;14,241.25;7,007.50;4,917.75;192.00;64,816.75;67,456.75;884.00;12,005.50;3,432.00
Jan 19, 2019;Jan 20, 2019;13,104.00;12,075.50;5,757.00;7,197.50;192.00;64,749.50;52,011.25;0.00;4,666.25;3,432.00
Jan 20, 2019;Jan 21, 2019;13,104.00;11,284.50;2,058.25;4,434.25;192.00;64,868.75;54,809.50;0.00;7,232.25;3,432.00
Jan 21, 2019;Jan 22, 2019;13,104.00;13,542.25;1,700.00;5,442.25;192.00;64,786.00;69,243.00;1,575.50;17,334.75;3,865.50
Jan 22, 2019;Jan 23, 2019;13,104.00;13,535.75;934.50;3,592.75;192.00;64,770.50;68,276.00;3,509.00;12,049.50;6,682.50
Jan 23, 2019;Jan 24, 2019;13,104.00;14,185.25;1,253.75;3,871.25;192.00;64,886.25;67,981.75;2,887.00;19,537.25;5,647.25
Jan 24, 2019;Jan 25, 2019;13,104.00;14,013.00;352.75;1,432.75;192.00;64,905.75;67,369.75;3,569.25;18,376.00;6,142.00
Jan 25, 2019;Jan 26, 2019;13,104.00;12,164.25;5,311.00;2,458.00;192.00;64,621.75;65,964.50;1,520.00;13,045.00;4,172.00
Jan 26, 2019;Jan 27, 2019;13,104.00;10,266.00;19,188.25;2,273.75;192.00;64,672.75;31,674.50;0.00;5,076.00;3,432.00
Jan 27, 2019;Jan 28, 2019;13,104.00;10,382.00;22,675.75;4,298.50;192.00;63,710.25;18,928.75;0.00;2,992.00;3,432.00
Jan 28, 2019;Jan 29, 2019;13,104.00;10,327.50;24,584.75;2,805.00;192.00;64,740.50;47,052.50;0.00;10,195.75;3,432.00
Jan 29, 2019;Jan 30, 2019;13,104.00;12,620.75;9,817.75;4,998.00;192.00;64,760.25;71,510.25;1,022.50;12,591.75;3,597.25
Jan 30, 2019;Jan 31, 2019;13,104.00;12,151.25;19,900.25;3,658.50;192.00;64,846.00;72,495.50;2,163.00;13,367.50;3,821.75
Jan 31, 2019;Feb 1, 2019;13,104.00;11,121.25;8,574.00;6,446.00;192.00;64,676.00;76,328.25;3,032.75;14,394.50;3,529.25
Feb 1, 2019;Feb 2, 2019;13,104.00;10,588.00;7,538.00;2,161.00;192.00;64,707.00;71,411.50;789.00;11,099.00;3,432.00
Feb 2, 2019;Feb 3, 2019;13,104.00;10,922.75;1,904.50;5,598.50;192.00;64,006.25;67,344.75;0.00;8,706.75;3,432.00
Feb 3, 2019;Feb 4, 2019;13,104.00;10,076.25;7,855.50;1,581.00;192.00;64,534.00;36,386.75;0.00;7,232.25;3,432.00
Feb 4, 2019;Feb 5, 2019;13,104.00;10,134.50;2,898.25;9,888.75;192.00;64,505.25;54,594.00;71.00;9,436.25;3,960.50
Feb 5, 2019;Feb 6, 2019;13,104.00;10,411.50;924.50;10,935.25;192.00;64,651.50;79,557.75;4,236.00;15,703.75;3,548.50
Feb 6, 2019;Feb 7, 2019;13,104.00;9,838.75;2,154.00;11,161.00;192.00;64,670.50;70,558.50;249.00;8,780.00;3,432.00
Feb 7, 2019;Feb 8, 2019;13,104.00;10,432.75;11,770.00;2,620.25;192.00;64,554.75;48,292.50;1,140.50;15,663.00;3,848.50
Feb 8, 2019;Feb 9, 2019;13,104.00;10,846.50;15,611.75;11,517.00;192.00;64,521.25;37,749.00;8.25;10,466.50;3,432.00
Feb 9, 2019;Feb 10, 2019;13,104.00;11,359.75;27,575.75;8,149.50;192.00;56,030.25;19,892.00;0.00;5,269.25;3,432.00
Feb 10, 2019;Feb 11, 2019;13,104.00;10,902.50;27,542.25;4,189.25;192.00;60,291.25;9,225.25;0.00;4,235.50;3,432.00
Feb 11, 2019;Feb 12, 2019;13,104.00;13,332.75;22,898.25;5,083.75;192.00;59,727.00;45,584.75;0.00;11,361.75;3,432.00
Feb 12, 2019;Feb 13, 2019;13,104.00;12,365.50;7,687.25;6,359.50;192.00;64,528.50;57,350.25;118.00;7,783.25;3,450.25
Feb 13, 2019;Feb 14, 2019;13,104.00;11,414.00;2,051.25;16,466.25;192.00;64,489.25;57,415.00;216.00;8,213.50;3,432.00
Feb 14, 2019;Feb 15, 2019;13,104.00;11,022.25;1,835.75;14,901.25;192.00;64,354.75;45,599.75;165.75;9,042.50;3,432.00
Feb 15, 2019;Feb 16, 2019;13,104.00;11,232.75;9,475.75;17,876.25;192.00;64,354.25;29,006.25;425.50;6,507.50;3,432.00
Feb 16, 2019;Feb 17, 2019;13,104.00;10,927.75;2,538.75;18,275.25;192.00;64,448.00;8,777.50;1,534.25;6,333.50;3,432.00
Feb 17, 2019;Feb 18, 2019;13,104.00;11,258.75;2,322.50;19,114.50;192.00;64,291.75;7,305.25;1,521.50;5,690.50;3,432.00
Feb 18, 2019;Feb 19, 2019;13,104.00;11,203.75;2,655.00;18,511.75;192.00;64,496.00;36,805.00;805.00;8,634.00;3,432.00
Feb 19, 2019;Feb 20, 2019;13,104.00;10,256.50;10,499.00;9,407.75;192.00;64,353.00;49,484.75;1,485.25;4,921.25;3,432.00
Feb 20, 2019;Feb 21, 2019;13,104.00;10,070.25;2,050.25;12,833.25;192.00;64,375.00;56,220.50;1,431.25;8,439.50;3,432.00
Feb 21, 2019;Feb 22, 2019;13,104.00;10,541.75;3,945.00;13,383.25;192.00;64,225.00;53,405.25;1,147.50;5,866.25;3,432.00
Feb 22, 2019;Feb 23, 2019;13,104.00;12,175.50;6,889.00;6,094.75;192.00;64,374.75;55,038.00;1,441.25;8,364.25;3,432.00
Feb 23, 2019;Feb 24, 2019;13,104.00;12,291.50;14,845.00;18,140.25;192.00;64,557.00;30,531.75;0.00;4,741.50;3,432.00
Feb 24, 2019;Feb 25, 2019;13,104.00;11,614.50;11,413.25;18,918.50;192.00;64,512.00;29,766.50;0.00;4,740.75;3,432.00
Feb 25, 2019;Feb 26, 2019;13,104.00;11,766.50;8,794.25;19,183.75;192.00;64,368.50;41,962.75;1,345.00;8,587.00;3,432.00
Feb 26, 2019;Feb 27, 2019;13,104.00;13,356.50;3,109.75;19,096.50;192.00;64,402.75;45,738.75;1,526.25;9,973.25;3,432.00
Feb 27, 2019;Feb 28, 2019;13,104.00;12,573.00;1,582.50;19,743.75;192.00;64,237.25;35,873.75;1,516.00;10,423.25;3,432.00
Feb 28, 2019;Mar 1, 2019;13,104.00;11,445.25;24,711.00;18,961.25;192.00;64,115.75;29,967.00;1,487.25;4,619.50;3,432.00
Mar 1, 2019;Mar 2, 2019;13,104.00;12,679.00;15,323.75;4,029.00;192.00;64,224.75;33,976.75;1,498.50;9,655.75;3,432.00
Mar 2, 2019;Mar 3, 2019;13,104.00;13,077.75;11,158.50;5,714.75;192.00;64,337.00;18,314.25;1,431.50;6,686.00;3,432.00
Mar 3, 2019;Mar 4, 2019;13,104.00;11,378.25;23,670.50;9,978.75;192.00;40,560.25;5,287.50;0.00;7,516.75;3,432.00
Mar 4, 2019;Mar 5, 2019;13,104.00;13,546.25;28,644.00;7,011.00;192.00;60,387.00;19,154.50;0.00;7,557.50;3,432.00
Mar 5, 2019;Mar 6, 2019;13,104.00;12,602.50;24,893.25;8,792.00;192.00;64,089.75;26,333.75;0.00;7,382.50;3,432.00
Mar 6, 2019;Mar 7, 2019;13,104.00;12,270.25;11,158.00;15,121.50;192.00;64,295.25;27,131.00;0.00;7,431.25;3,432.00
Mar 7, 2019;Mar 8, 2019;13,104.00;11,928.00;26,511.25;9,265.75;192.00;63,367.00;29,822.50;0.00;7,319.50;3,432.00
Mar 8, 2019;Mar 9, 2019;13,104.00;13,485.00;24,279.25;12,408.25;192.00;57,804.25;34,057.50;0.00;11,313.25;3,432.00
Mar 9, 2019;Mar 10, 2019;13,104.00;12,345.25;30,792.25;5,507.75;192.00;61,202.25;6,116.50;0.00;5,930.75;3,432.00
Mar 10, 2019;Mar 11, 2019;13,104.00;15,286.00;25,377.50;8,288.50;192.00;63,436.50;5,608.75;0.00;7,648.25;3,432.00
Mar 11, 2019;Mar 12, 2019;13,104.00;17,952.50;26,035.50;10,223.25;192.00;64,548.75;12,068.50;0.00;12,897.25;3,432.00
Mar 12, 2019;Mar 13, 2019;13,104.00;15,552.25;16,984.50;19,400.25;192.00;64,131.75;16,951.00;0.00;7,756.25;3,706.75
Mar 13, 2019;Mar 14, 2019;13,104.00;14,633.25;28,817.00;12,984.75;192.00;62,004.75;34,760.00;0.00;6,934.25;3,432.00
Mar 14, 2019;Mar 15, 2019;13,104.00;15,139.75;28,608.50;3,486.75;192.00;64,439.50;34,093.25;0.00;10,349.75;3,432.00
Mar 15, 2019;Mar 16, 2019;13,104.00;15,529.00;29,252.25;2,981.50;192.00;64,308.25;20,406.75;0.00;9,940.50;3,432.00
Mar 16, 2019;Mar 17, 2019;13,104.00;14,538.75;28,660.00;11,872.25;192.00;63,254.00;7,226.00;0.00;13,293.25;3,432.00
Mar 17, 2019;Mar 18, 2019;13,104.00;16,420.50;24,537.50;13,717.25;192.00;52,860.50;8,296.50;0.00;7,695.00;3,432.00
Mar 18, 2019;Mar 19, 2019;13,104.00;16,628.50;11,398.25;13,695.25;192.00;64,448.25;46,571.50;0.00;13,465.50;3,432.00
Mar 19, 2019;Mar 20, 2019;13,104.00;16,132.25;1,112.25;19,234.75;192.00;64,514.25;40,090.25;0.00;10,227.75;3,432.00
Mar 20, 2019;Mar 21, 2019;13,104.00;16,533.25;1,606.25;26,149.00;192.00;64,575.25;22,628.50;56.75;9,827.25;3,432.00
Mar 21, 2019;Mar 22, 2019;13,104.00;17,106.00;8,660.50;26,336.00;192.00;64,406.00;15,402.25;1,602.00;7,479.75;3,432.00
Mar 22, 2019;Mar 23, 2019;13,104.00;14,708.00;6,234.75;24,702.50;192.00;64,413.25;14,197.00;0.00;6,991.50;3,432.00
Mar 23, 2019;Mar 24, 2019;13,104.00;13,275.50;2,807.00;25,616.00;192.00;64,224.25;9,952.25;0.00;6,070.50;3,432.00
Mar 24, 2019;Mar 25, 2019;13,104.00;12,798.25;4,131.00;22,376.50;192.00;64,215.00;7,024.00;0.00;6,050.25;3,432.00
Mar 25, 2019;Mar 26, 2019;13,104.00;12,217.50;14,861.75;14,888.25;192.00;64,172.75;24,671.75;0.00;6,445.50;3,432.00
Mar 26, 2019;Mar 27, 2019;13,104.00;12,546.00;3,507.00;13,800.25;192.00;64,170.00;37,953.00;0.00;7,803.75;3,432.00
Mar 27, 2019;Mar 28, 2019;13,104.00;12,038.75;2,314.00;14,675.25;192.00;64,262.50;34,873.50;0.00;5,990.50;3,432.00
Mar 28, 2019;Mar 29, 2019;13,104.00;12,291.00;6,523.50;22,320.25;192.00;64,414.00;36,843.25;0.00;10,130.75;3,432.00
Mar 29, 2019;Mar 30, 2019;13,104.00;11,334.00;8,158.50;26,209.00;192.00;64,376.75;13,240.00;0.00;8,883.25;3,432.00
Mar 30, 2019;Mar 31, 2019;13,104.00;11,024.00;1,022.50;27,188.50;192.00;64,354.00;8,777.00;0.00;9,495.00;3,432.00
Mar 31, 2019;Apr 1, 2019;12,558.00;10,736.75;4,529.00;25,885.50;184.00;60,853.25;5,519.50;0.00;3,346.25;3,289.00
Apr 1, 2019;Apr 2, 2019;13,104.00;12,016.75;11,914.00;25,929.25;192.00;64,096.00;9,715.50;0.00;10,699.25;3,432.00
Apr 2, 2019;Apr 3, 2019;13,104.00;11,384.75;6,812.75;23,628.75;192.00;63,950.50;26,259.00;0.00;13,018.00;3,432.00
Apr 3, 2019;Apr 4, 2019;13,104.00;12,192.00;6,703.00;14,317.50;192.00;64,230.75;42,226.00;908.75;13,932.50;3,484.00
Apr 4, 2019;Apr 5, 2019;13,104.00;14,960.00;3,597.00;4,745.75;192.00;64,524.50;54,882.00;943.50;13,542.75;3,636.75
Apr 5, 2019;Apr 6, 2019;13,104.00;15,207.50;1,116.75;8,607.25;192.00;64,419.00;54,696.50;458.50;15,178.50;3,432.00
Apr 6, 2019;Apr 7, 2019;13,104.00;13,389.50;4,625.50;18,945.50;192.00;64,366.75;37,094.00;0.00;8,400.25;3,432.00
Apr 7, 2019;Apr 8, 2019;13,104.00;12,170.75;3,305.75;17,721.25;192.00;64,182.50;27,379.00;0.00;6,032.25;3,432.00
Apr 8, 2019;Apr 9, 2019;13,104.00;12,421.00;2,880.75;11,856.75;192.00;64,206.25;52,414.75;0.00;12,408.00;3,432.00
Apr 9, 2019;Apr 10, 2019;13,104.00;12,164.00;1,417.25;8,813.25;192.00;64,140.00;43,581.75;0.00;9,968.75;3,469.25
Apr 10, 2019;Apr 11, 2019;13,104.00;11,984.25;7,761.50;9,500.75;192.00;64,291.50;34,112.50;0.00;5,607.00;3,432.00
Apr 11, 2019;Apr 12, 2019;13,104.00;12,134.50;10,974.75;22,631.50;192.00;64,372.50;51,191.75;0.00;9,585.75;3,432.00
Apr 12, 2019;Apr 13, 2019;13,104.00;12,277.25;6,927.00;17,444.50;192.00;64,465.25;44,122.50;129.75;9,723.25;3,480.50
Apr 13, 2019;Apr 14, 2019;13,104.00;13,360.50;3,343.00;12,223.75;192.00;64,304.25;31,431.25;0.00;9,053.50;3,432.00
Apr 14, 2019;Apr 15, 2019;13,104.00;11,701.50;6,420.25;14,622.50;192.00;64,270.00;29,647.00;0.00;7,227.25;3,432.00
Apr 15, 2019;Apr 16, 2019;13,104.00;11,038.00;10,372.50;27,256.00;192.00;63,698.25;24,586.75;0.00;9,102.50;3,432.00
Apr 16, 2019;Apr 17, 2019;13,104.00;11,618.25;5,929.75;24,075.00;192.00;64,053.50;15,391.50;0.00;12,497.00;3,432.00
Apr 17, 2019;Apr 18, 2019;13,104.00;11,446.50;5,072.50;21,235.50;192.00;63,884.25;15,627.25;0.00;7,572.00;3,432.00
Apr 18, 2019;Apr 19, 2019;13,104.00;11,278.25;16,421.00;30,433.75;192.00;63,263.00;10,689.50;0.00;10,951.75;3,432.00
Apr 19, 2019;Apr 20, 2019;13,104.00;10,538.25;8,892.75;30,240.25;192.00;61,961.00;5,767.75;0.00;6,732.25;3,432.00
Apr 20, 2019;Apr 21, 2019;13,104.00;11,871.75;8,932.25;31,039.00;192.00;63,069.00;6,461.50;0.00;4,890.25;3,432.00
Apr 21, 2019;Apr 22, 2019;13,104.00;10,770.00;9,614.75;30,141.25;192.00;63,757.00;7,953.75;0.00;6,494.25;3,432.00
Apr 22, 2019;Apr 23, 2019;13,104.00;12,943.75;15,198.25;27,840.75;192.00;42,460.50;6,271.75;0.00;4,589.00;3,432.00
Apr 23, 2019;Apr 24, 2019;13,104.00;13,383.75;11,348.00;21,128.75;192.00;55,586.25;7,803.75;0.00;11,392.75;3,432.00
Apr 24, 2019;Apr 25, 2019;13,104.00;12,673.50;9,517.50;26,014.50;192.00;63,478.50;9,770.00;0.00;6,302.50;3,432.00
Apr 25, 2019;Apr 26, 2019;13,104.00;14,669.75;11,417.25;27,199.00;192.00;63,784.75;6,384.50;0.00;11,112.00;3,432.00
Apr 26, 2019;Apr 27, 2019;13,104.00;15,281.00;9,082.25;7,827.50;192.00;63,853.00;8,857.75;0.00;12,151.25;3,432.00
Apr 27, 2019;Apr 28, 2019;13,104.00;13,958.00;14,470.50;13,798.00;192.00;56,159.00;7,191.00;0.00;9,235.75;3,432.00
Apr 28, 2019;Apr 29, 2019;13,104.00;14,975.50;6,204.25;19,798.75;192.00;62,839.25;8,725.00;0.00;6,369.00;3,432.00
Apr 29, 2019;Apr 30, 2019;13,104.00;15,741.50;5,462.75;15,887.25;192.00;64,251.50;7,903.00;0.00;11,164.75;3,432.00
Apr 30, 2019;May 1, 2019;13,104.00;14,130.50;3,053.75;16,727.25;192.00;64,157.75;12,391.75;0.00;11,641.50;3,432.00
May 1, 2019;May 2, 2019;13,104.00;12,849.00;390.25;31,028.75;192.00;61,903.75;9,504.25;0.00;4,746.50;3,432.00
May 2, 2019;May 3, 2019;13,104.00;13,388.75;5,690.50;23,673.00;192.00;63,792.50;15,198.50;1,736.50;8,159.00;3,432.00
May 3, 2019;May 4, 2019;13,104.00;14,587.25;4,387.50;14,838.25;192.00;64,033.75;11,697.00;23.50;9,845.50;3,498.75
May 4, 2019;May 5, 2019;13,104.00;12,404.50;7,674.00;9,146.25;192.00;64,111.25;11,615.25;0.00;5,116.50;3,432.00
May 5, 2019;May 6, 2019;13,104.00;12,810.50;3,827.00;18,218.25;192.00;64,165.00;6,425.25;0.00;5,101.00;3,432.00
May 6, 2019;May 7, 2019;13,104.00;13,832.50;2,493.00;18,368.25;192.00;64,180.25;20,319.50;0.00;11,931.00;3,432.00
May 7, 2019;May 8, 2019;13,104.00;13,666.75;1,166.50;26,127.25;192.00;64,213.50;38,991.75;0.00;10,981.50;3,432.00
May 8, 2019;May 9, 2019;13,104.00;14,702.00;12,667.50;7,859.00;192.00;64,260.00;13,131.50;51.25;9,764.00;3,432.00
May 9, 2019;May 10, 2019;13,104.00;15,074.50;18,658.00;14,501.50;192.00;64,306.50;14,406.00;0.00;10,496.25;3,432.00
May 10, 2019;May 11, 2019;13,104.00;15,605.00;7,559.00;20,164.25;192.00;64,421.25;13,240.00;137.50;14,416.00;3,537.25
May 11, 2019;May 12, 2019;13,104.00;13,990.00;17,576.50;16,728.50;192.00;64,167.75;6,702.25;0.00;4,422.75;3,432.00
May 12, 2019;May 13, 2019;13,104.00;14,381.75;11,679.00;22,111.75;192.00;60,874.50;5,333.25;0.00;4,240.50;3,432.00
May 13, 2019;May 14, 2019;13,104.00;15,499.25;14,210.50;29,299.25;192.00;64,000.75;7,974.00;0.00;5,447.00;3,432.00
May 14, 2019;May 15, 2019;13,104.00;14,043.00;14,007.25;27,346.25;192.00;64,346.25;9,607.75;0.00;3,308.25;3,432.00
May 15, 2019;May 16, 2019;13,104.00;13,571.00;9,417.50;26,460.25;192.00;64,458.75;10,147.50;0.00;6,850.50;3,432.00
May 16, 2019;May 17, 2019;13,104.00;13,162.25;2,930.75;19,451.25;192.00;64,464.75;11,652.50;0.00;9,485.25;3,432.00
May 17, 2019;May 18, 2019;13,104.00;14,403.75;4,221.75;28,868.75;192.00;64,224.50;9,056.25;0.00;10,097.50;3,432.00
May 18, 2019;May 19, 2019;13,104.00;11,999.25;2,207.25;23,789.75;192.00;64,017.00;13,627.75;0.00;6,853.00;3,432.00
May 19, 2019;May 20, 2019;13,104.00;12,394.00;2,545.25;22,731.25;192.00;63,874.00;13,576.75;0.00;5,226.75;3,432.00
May 20, 2019;May 21, 2019;13,104.00;16,637.00;10,925.00;7,971.00;192.00;64,147.25;24,256.00;482.50;14,045.50;3,553.25
May 21, 2019;May 22, 2019;13,104.00;15,294.00;24,016.75;4,807.50;192.00;64,221.75;12,470.25;0.00;7,468.75;3,454.75
May 22, 2019;May 23, 2019;13,104.00;15,209.00;6,056.25;19,769.00;192.00;64,377.75;12,530.00;0.00;12,771.00;3,432.00
May 23, 2019;May 24, 2019;13,104.00;15,303.25;565.25;32,773.25;192.00;64,703.00;9,260.25;0.00;8,414.75;3,432.00
May 24, 2019;May 25, 2019;13,104.00;16,766.00;536.50;28,664.75;192.00;64,534.50;6,337.00;0.00;6,811.25;3,432.00
May 25, 2019;May 26, 2019;13,104.00;16,023.00;1,962.00;21,617.25;192.00;64,112.50;6,934.25;0.00;6,035.75;3,432.00
May 26, 2019;May 27, 2019;13,104.00;15,018.50;1,835.25;29,601.00;192.00;55,153.00;10,733.25;0.00;3,346.50;3,432.00
May 27, 2019;May 28, 2019;13,104.00;17,141.00;3,728.50;21,926.00;192.00;60,947.50;7,189.25;0.00;11,889.50;3,432.00
May 28, 2019;May 29, 2019;13,104.00;17,769.00;3,859.25;15,561.25;192.00;63,942.75;16,453.75;136.75;9,836.25;3,432.00
May 29, 2019;May 30, 2019;13,104.00;17,829.75;2,400.50;18,695.25;192.00;64,021.50;24,712.75;0.00;9,262.50;3,432.00
May 30, 2019;May 31, 2019;13,104.00;17,237.75;820.25;29,297.00;192.00;63,534.25;17,564.50;0.00;5,288.25;3,432.00
May 31, 2019;Jun 1, 2019;13,104.00;17,510.00;432.25;25,205.75;192.00;63,576.00;18,609.00;0.00;6,473.25;3,432.00
Jun 1, 2019;Jun 2, 2019;13,104.00;16,618.50;554.75;32,943.25;192.00;63,443.00;13,887.75;0.00;8,987.00;3,432.00
Jun 2, 2019;Jun 3, 2019;13,104.00;17,673.50;3,247.75;33,797.00;192.00;63,207.50;16,249.25;0.00;7,700.50;3,432.00
Jun 3, 2019;Jun 4, 2019;13,104.00;17,854.50;5,741.50;28,221.50;192.00;63,425.50;27,068.25;393.75;16,242.00;3,544.00
Jun 4, 2019;Jun 5, 2019;13,104.00;17,882.25;5,396.25;32,142.00;192.00;63,400.25;29,404.00;237.00;8,001.00;3,432.00
Jun 5, 2019;Jun 6, 2019;13,104.00;18,048.50;7,340.75;30,917.25;192.00;46,565.75;13,924.75;456.75;14,702.00;3,432.00
Jun 6, 2019;Jun 7, 2019;13,104.00;19,081.50;11,539.50;11,297.00;192.00;31,238.00;17,009.25;890.00;15,782.50;3,432.00
Jun 7, 2019;Jun 8, 2019;13,104.00;18,039.25;9,627.00;32,555.25;192.00;31,222.75;16,796.50;179.50;10,237.75;3,432.00
Jun 8, 2019;Jun 9, 2019;13,104.00;16,450.50;9,948.50;32,413.75;192.00;31,311.75;14,025.50;0.00;7,051.00;3,432.00
Jun 9, 2019;Jun 10, 2019;13,104.00;17,138.75;5,559.75;21,206.50;192.00;31,251.25;17,020.25;0.00;4,885.75;3,432.00
Jun 10, 2019;Jun 11, 2019;13,104.00;18,803.25;1,500.25;12,639.25;192.00;31,072.00;19,944.25;0.00;4,128.25;3,432.00
Jun 11, 2019;Jun 12, 2019;13,104.00;18,486.75;2,304.75;14,258.25;192.00;31,151.75;35,726.25;949.00;10,350.75;3,432.00
Jun 12, 2019;Jun 13, 2019;13,104.00;17,828.50;4,254.75;17,590.75;192.00;31,150.25;39,053.00;282.50;12,526.75;3,792.50
Jun 13, 2019;Jun 14, 2019;13,104.00;18,142.75;1,109.25;29,950.75;192.00;31,156.00;19,871.25;0.00;8,418.00;3,432.00
Jun 14, 2019;Jun 15, 2019;13,104.00;18,654.50;8,175.00;21,756.50;192.00;30,947.00;23,813.25;0.00;10,456.25;3,432.00
Jun 15, 2019;Jun 16, 2019;13,104.00;17,438.00;9,329.50;25,133.75;192.00;30,869.00;11,450.75;0.00;7,270.25;3,432.00
Jun 16, 2019;Jun 17, 2019;13,104.00;16,555.75;2,552.75;20,194.00;192.00;30,833.50;18,614.25;0.00;5,606.50;3,432.00
Jun 17, 2019;Jun 18, 2019;13,104.00;17,271.50;2,625.75;32,053.50;192.00;43,596.75;28,369.50;0.00;9,633.00;3,432.00
Jun 18, 2019;Jun 19, 2019;13,104.00;17,864.00;2,258.75;30,701.75;192.00;46,861.75;32,891.75;93.75;12,672.75;3,432.00
Jun 19, 2019;Jun 20, 2019;13,104.00;18,732.00;4,166.25;31,565.75;192.00;52,798.50;26,320.50;138.00;13,631.00;3,432.00
Jun 20, 2019;Jun 21, 2019;13,104.00;18,705.25;4,390.25;19,657.00;192.00;57,208.75;8,839.50;0.00;6,505.25;3,432.00
Jun 21, 2019;Jun 22, 2019;13,104.00;18,984.50;1,179.50;25,669.25;192.00;59,064.25;5,520.25;0.00;6,895.50;3,432.00
Jun 22, 2019;Jun 23, 2019;13,104.00;17,815.50;6,627.25;14,406.25;192.00;60,908.50;4,404.50;0.00;6,370.00;3,432.00
Jun 23, 2019;Jun 24, 2019;13,104.00;18,939.00;4,822.75;25,618.00;192.00;61,699.75;3,640.25;0.00;7,000.75;3,432.00
Jun 24, 2019;Jun 25, 2019;13,104.00;19,282.00;9,738.25;33,261.00;192.00;61,598.50;6,196.00;0.00;12,598.25;3,432.00
Jun 25, 2019;Jun 26, 2019;13,104.00;19,737.50;5,437.75;31,835.25;192.00;61,114.75;20,051.25;518.00;15,810.00;3,927.50
Jun 26, 2019;Jun 27, 2019;13,104.00;19,130.75;226.00;31,666.75;192.00;60,804.50;26,049.00;278.25;12,593.50;3,432.00
Jun 27, 2019;Jun 28, 2019;13,104.00;19,926.00;4,154.75;31,660.75;192.00;55,079.75;9,995.25;0.00;7,342.00;3,432.00
Jun 28, 2019;Jun 29, 2019;13,104.00;19,748.50;3,664.00;34,291.50;192.00;59,234.25;20,783.75;0.00;14,745.00;3,432.00
Jun 29, 2019;Jun 30, 2019;13,104.00;20,188.25;5,372.50;34,504.00;192.00;59,621.50;5,574.50;0.00;8,247.25;3,476.50
