date,mwh_gross_park,cr,mwh_delivered,p_market,cf,p_wind_merchant,eeg_on,strike_cod_fixed,p_wind_realised,revenue_eur,eeg_premium_eur,strike_source
2036-06-01,8152.89,0.0346005233802135,7870.795738938692,64.8903640814836,0.8594794034821687,55.77193141249427,1,51.14574865619333,55.77193141249427,438969.4801138409,0.0,from_series_asof
2036-07-01,7984.43,0.0331317703400402,7719.891698943873,73.2623334195938,0.8328081349319968,61.01346725593801,1,51.14574865619333,61.01346725593801,471017.35939289967,0.0,from_series_asof
2036-08-01,8286.88,0.0331317703400402,8012.320995004527,81.76058478297745,0.8537542837110009,69.80344949718346,1,51.14574865619333,69.80344949718346,559287.6439300212,0.0,from_series_asof
2036-09-01,9156.11,0.0331317703400402,8852.751866271856,82.65895372059816,0.8397753850848033,69.41495469142225,1,51.14574865619333,69.41495469142225,614513.3696916647,0.0,from_series_asof
2036-10-01,9511.87,0.0379455134196311,9150.937209269214,71.79955013309637,0.7923695181049916,56.89177493911676,1,51.14574865619333,56.89177493911676,520613.0601917333,0.0,from_series_asof
2036-11-01,11074.78,0.0379455134196311,10654.541786890539,81.76098630014172,0.8092888124940235,66.16825151118182,1,51.14574865619333,66.16825151118182,704992.4006913698,0.0,from_series_asof
2036-12-01,12631.76,0.0379455134196311,12152.441381406441,83.14790470333486,0.7269976726851494,60.448333207971025,1,51.14574865619333,60.448333207971025,734594.8259135922,0.0,from_series_asof
2037-01-01,14264.09,0.0385366278989336,13714.4000713531,74.06047812337567,0.7865367823279646,58.25129016083052,1,51.14574865619333,58.25129016083052,798881.4979381042,0.0,from_series_asof
2037-02-01,11874.61,0.0385366278989336,11417.002572985044,68.67812664835361,0.8154348157492012,56.00253554950053,1,51.14574865619333,56.00253554950053,639381.092462334,0.0,from_series_asof
2037-03-01,11565.15,0.0385366278989336,11119.468117854647,69.05615871954478,0.7969572922534294,55.034809266551456,1,51.14574865619333,55.034809266551456,611957.8070116304,0.0,from_series_asof
2037-04-01,10811.08,0.034642547314546,10436.556649578659,61.576578957464,0.8228025630811164,50.66536699196812,1,51.14574865619333,51.14574865619333,533785.5032354732,5013.530452105235,from_series_asof
2037-05-01,10694.76,0.034642547314546,10324.266270682287,59.85862446752458,0.8387389696308805,50.20576100941337,1,51.14574865619333,51.14574865619333,528042.3277399306,9704.682756508299,from_series_asof
2037-06-01,8540.67,0.034642547314546,8244.799435427076,67.5392711787328,0.857712173961705,57.92925511050004,1,51.14574865619333,57.92925511050004,477615.08982976177,0.0,from_series_asof
2037-07-01,9035.23,0.0331664870453172,8735.563161253538,75.99495998404115,0.8310957458800063,63.15908795105791,1,51.14574865619333,63.15908795105791,551730.2020036337,0.0,from_series_asof
2037-08-01,8941.18,0.0331664870453172,8644.632469360151,84.57819364819437,0.8519988259684608,72.06052169079473,1,51.14574865619333,72.06052169079473,622936.7255672755,0.0,from_series_asof
2037-09-01,9581.62,0.0331664870453172,9263.831324396848,85.4855460000602,0.8380486702326869,71.64104814946563,1,51.14574865619333,71.64104814946563,663670.5859596425,0.0,from_series_asof
2037-10-01,10924.79,0.0380041790954533,10509.602324259784,74.51754802327457,0.7907402774299536,58.92402659732402,1,51.14574865619333,58.92402659732402,619268.0868819819,0.0,from_series_asof
2037-11-01,12087.62,0.0380041790954533,11628.239924682217,84.57859840658534,0.8076247829963697,68.3077721842556,1,51.14574865619333,68.3077721842556,794299.1636790583,0.0,from_series_asof
2037-12-01,14291.39,0.0380041790954533,13748.25745491703,85.97938579277292,0.7255028471625455,62.37828918994367,1,51.14574865619333,62.37828918994367,857592.7793806135,0.0,from_series_asof
2038-01-01,13405.15,0.038598234442812,12887.734877558938,76.80108469550021,0.7849195347068708,60.282671664175,1,51.14574865619333,60.282671664175,776907.0901188221,0.0,from_series_asof
2038-02-01,11771.63,0.038598234442812,11317.26586548596,71.36490950539496,0.813758149068688,58.07377666756462,1,51.14574865619333,58.07377666756462,657236.3703596841,0.0,from_series_asof
2038-03-01,11778.27,0.038598234442812,11323.64957320926,71.74672174970044,0.7953186183681527,57.06150361441604,1,51.14574865619333,57.06150361441604,646144.4710500609,0.0,from_series_asof
2038-04-01,10107.44,0.0346847803231787,9756.865663970291,64.1923460179193,0.8211107471131022,52.70902519771649,1,51.14574865619333,52.70902519771649,514274.8781329449,0.0,from_series_asof
2038-05-01,9970.52,0.0346847803231787,9624.69470409214,62.45721185596574,0.837014385817598,52.27758482150077,1,51.14574865619333,52.27758482150077,503155.7937742261,0.0,from_series_asof
2038-06-01,8452.29,0.0346847803231787,8159.124178122201,70.214664957318,0.8559485781527244,60.100142635686275,1,51.14574865619333,60.100142635686275,490364.5268874208,0.0,from_series_asof
