Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
May 15, 2019;May 16, 2019;48,456.50;26,168.75;6,947.75;70,369.75;62,468.25;618.25;65,074.00;0.00;37,879.25;22,108.75;2,033.75;1,982.00
May 16, 2019;May 17, 2019;48,911.25;25,238.25;45,861.00;104,913.00;31,652.50;544.00;64,922.75;0.00;45,887.75;25,871.75;2,127.50;9,137.75
May 17, 2019;May 18, 2019;49,584.00;26,935.75;63,739.00;64,848.25;68,407.75;519.00;64,637.50;0.00;41,574.25;24,291.75;3,550.75;9,537.00
May 18, 2019;May 19, 2019;48,940.00;26,163.50;32,267.50;51,309.00;87,945.00;554.25;64,736.75;0.00;28,674.75;17,697.00;1,993.25;9,512.00
May 19, 2019;May 20, 2019;48,242.50;24,962.75;19,340.50;52,052.00;83,287.25;485.00;64,516.25;0.00;20,848.50;16,384.75;1,522.00;9,467.00
May 20, 2019;May 21, 2019;48,308.25;29,944.50;18,783.00;66,320.50;38,082.50;482.25;64,738.75;0.00;31,398.00;20,985.75;3,475.75;2,142.00
May 21, 2019;May 22, 2019;48,329.75;25,291.75;64,296.50;150,597.00;23,134.00;486.50;64,303.25;0.00;27,903.50;24,582.75;2,335.75;9,539.00
May 22, 2019;May 23, 2019;48,360.25;26,465.25;53,905.50;141,930.50;31,841.75;536.00;64,360.50;0.00;24,139.25;24,409.00;3,032.75;9,522.00
May 23, 2019;May 24, 2019;48,775.75;29,381.00;44,245.50;34,330.50;87,997.50;612.00;64,599.00;0.00;26,486.25;23,811.00;2,442.75;9,524.00
May 24, 2019;May 25, 2019;48,531.00;28,005.75;45,689.50;80,905.00;86,508.50;604.25;64,510.25;0.00;24,969.00;22,198.50;2,151.25;9,639.00
May 25, 2019;May 26, 2019;48,637.25;28,529.00;26,324.50;54,538.00;63,303.75;637.50;64,526.00;0.00;25,689.00;17,054.75;2,465.00;9,689.00
May 26, 2019;May 27, 2019;48,408.25;29,261.25;84,947.50;137,402.25;69,918.25;610.75;61,975.00;0.00;16,132.75;15,787.50;1,948.25;9,411.00
May 27, 2019;May 28, 2019;48,787.75;31,461.00;87,259.75;121,384.75;58,728.00;623.25;76,260.00;0.00;25,999.50;20,723.75;3,000.00;9,756.00
May 28, 2019;May 29, 2019;48,239.50;31,697.50;25,606.00;54,450.75;42,867.50;683.50;95,518.50;0.00;28,286.75;22,829.25;2,240.25;9,843.00
May 29, 2019;May 30, 2019;48,579.25;29,690.25;19,300.00;34,535.00;58,252.50;701.75;96,356.25;0.00;21,828.00;20,331.00;5,069.50;2,208.00
